"tip.label","mean_ED","median_ED","sd_ED","mean_rank","median_rank","top20_count","top20_frequency","species"
"Diplobatis_pictus",38.0776481027881,35.8666361239,12.4291546621475,377.13,374,1,0.01,"Diplobatis pictus"
"Rhinobatos_rhinobatos",42.8336864341554,35.6413645297538,23.136434708336,377.33,396.5,4,0.04,"Rhinobatos rhinobatos"
"Holohalaelurus_grennian",37.7629197238977,35.6865957562322,13.1547357649637,378.93,398.5,1,0.01,"Holohalaelurus grennian"
"Apristurus_longicephalus",38.3089005438457,39.2521224227143,12.4537302336678,379.03,328.5,0,0,"Apristurus longicephalus"
"Acroteriobatus_blochii",40.9927817755962,37.2966456429564,19.3395469505713,379.42,372.5,1,0.01,"Acroteriobatus blochii"
"Centrophorus_lusitanicus",40.6943777574046,39.5943536720687,19.7368345108155,379.57,323.5,2,0.02,"Centrophorus lusitanicus"
"Rhinobatos_holcorhynchus",40.5045455783894,36.5861902462342,18.5119739032273,380.22,361.5,0,0,"Rhinobatos holcorhynchus"
"Benthobatis_kreffti",38.1188728413715,34.2475349601936,13.3458929077225,380.87,376.5,0,0,"Benthobatis kreffti"
"Rhinobatos_lionotus",40.042576783937,35.7591934266843,17.4915023540566,381.86,380.5,0,0,"Rhinobatos lionotus"
"Glaucostegus_granulatus",38.9546643931483,35.4151758841722,16.6194633516535,381.87,391,1,0.01,"Glaucostegus granulatus"
"Benthobatis_yangi",38.6243499581532,34.8023153744255,14.7875039955422,382.15,384.5,0,0,"Benthobatis yangi"
"Proscyllium_habereri",38.4883989927828,37.4497146831844,14.7723470411274,382.69,379,0,0,"Proscyllium habereri"
"Raja_velezi",36.1640634207607,35.1364887826437,9.74277899419451,384.29,385,0,0,"Raja velezi"
"Myliobatis_australis",39.0990035701941,33.4780600148931,15.3322408731434,384.3,345.5,0,0,"Myliobatis australis"
"Raja_eglanteria",36.1640634207607,35.1364887826437,9.74277899419451,385.29,386,0,0,"Raja eglanteria"
"Glaucostegus_obtusus",39.2559402074025,35.5250828758962,18.0291438744574,385.79,385.5,2,0.02,"Glaucostegus obtusus"
"Chiloscyllium_arabicum",35.8598308594203,34.8530396591153,8.89538075696975,386.49,384,0,0,"Chiloscyllium arabicum"
"Proscyllium_venustum",37.7954976613334,36.5349748485553,13.3570912678345,386.78,375.5,0,0,"Proscyllium venustum"
"Holohalaelurus_favus",37.4096874161973,34.6802727515274,12.9742534724709,386.91,402,0,0,"Holohalaelurus favus"
"Centrophorus_seychellorum",40.4802903231392,40.218703666344,18.8582087624834,390.11,359,1,0.01,"Centrophorus seychellorum"
"Squatina_japonica",37.6971980003111,35.0596338648653,12.7585836578639,391.22,345.5,0,0,"Squatina japonica"
"Diplobatis_ommata",36.4445582649074,34.9658662252671,9.97917368473194,392.68,400.5,0,0,"Diplobatis ommata"
"Chiloscyllium_burmensis",35.9713260985361,34.1824135657402,10.0837982065678,395.04,389.5,0,0,"Chiloscyllium burmensis"
"Glaucostegus_spinosus",38.249899463344,36.9840189625451,17.2470375577531,395.67,382,1,0.01,"Glaucostegus spinosus"
"Mobula_japanica",36.6627357313072,36.3685281107743,10.3684196953201,396.6,360.5,0,0,"Mobula japanica"
"Rhinobatos_irvinei",41.8463414653913,36.1236714686484,25.6417781903918,398.35,360.5,4,0.04,"Rhinobatos irvinei"
"Squatina_tergocellatoides",37.1507083900496,32.1156024288703,13.1673300219901,399.19,370,0,0,"Squatina tergocellatoides"
"Dasyatis_say",36.3996448050179,35.7967209006278,10.9039136875479,399.5,361,0,0,"Dasyatis say"
"Cruriraja_atlantis",38.1671222549444,34.0963405906741,16.3596661799271,399.87,393.5,1,0.01,"Cruriraja atlantis"
"Himantura_granulata",36.0792900156372,33.9198439271242,9.31014055534418,400.92,409,0,0,"Himantura granulata"
"Centrophorus_isodon",38.3416424070868,41.4622880344078,14.9905211831649,401.51,329,0,0,"Centrophorus isodon"
"Eridacnis_barbouri",37.7293427534813,35.635659949087,15.7755322161311,402,415,1,0.01,"Eridacnis barbouri"
"Eridacnis_sinuans",37.1226593078286,36.1277902455093,13.9338832468411,402.07,402.5,0,0,"Eridacnis sinuans"
"Dasyatis_dipterura",36.028185642015,34.8137419055973,10.2960204727222,402.57,356,0,0,"Dasyatis dipterura"
"Somniosus_pacificus",34.7537653915765,37.2101420789649,8.28724825375414,404.25,378,0,0,"Somniosus pacificus"
"Etmopterus_pseudosqualiolus",36.6380787761126,33.0406514720376,12.0148988786532,404.3,282,0,0,"Etmopterus pseudosqualiolus"
"Somniosus_antarcticus",34.7451879832072,37.2101420789649,8.27790278029281,404.71,378.5,0,0,"Somniosus antarcticus"
"Orectolobus_ornatus",37.3011488642495,37.2909022860287,14.4491990252206,404.72,396,0,0,"Orectolobus ornatus"
"Himantura_polylepis",35.8902168796982,33.942371282539,8.98837694743383,404.73,372,0,0,"Himantura polylepis"
"Hydrolagus_alberti",36.7770473620306,34.9389060045387,12.8371602227294,406.58,382.5,0,0,"Hydrolagus alberti"
"Glaucostegus_halavi",37.4113094562534,34.4026434123208,15.6014647001843,406.7,413.5,1,0.01,"Glaucostegus halavi"
"Hydrolagus_africanus",35.2283694507436,34.6165231203761,7.74187973009898,407.11,372,0,0,"Hydrolagus africanus"
"Eridacnis_radcliffei",36.37191634714,36.225412689546,12.490989925975,408.03,410,0,0,"Eridacnis radcliffei"
"Hydrolagus_mitsukurii",35.218162372995,34.8478736595591,7.82195371653927,408.11,371,0,0,"Hydrolagus mitsukurii"
"Etmopterus_sentosus",35.9425586596237,34.715437554648,11.0130601533705,409.12,372,0,0,"Etmopterus sentosus"
"Apristurus_australis",37.5303114828904,38.2610537705404,13.8040668119677,409.44,313,0,0,"Apristurus australis"
"Hydrolagus_alphus",38.3338422179256,32.8276616478594,18.5778630191558,409.63,420.5,2,0.02,"Hydrolagus alphus"
"Pteroplatytrygon_violacea",37.0878294913835,39.8588751225113,13.698097480916,410.66,327,0,0,"Pteroplatytrygon violacea"
"Himantura_oxyrhyncha",34.7337984641299,35.0204601281835,4.74667524919877,410.89,430,0,0,"Himantura oxyrhyncha"
"Myliobatis_aquila",35.2286730203925,35.3786493154898,10.332749210824,413.23,360,0,0,"Myliobatis aquila"
"Rhynchobatus_luebberti",36.6489225979283,34.6229138753706,14.8655372071717,413.61,452.5,1,0.01,"Rhynchobatus luebberti"
"Rhinobatos_punctifer",38.3072492814182,35.4592961104405,17.9629359932417,413.76,413.5,1,0.01,"Rhinobatos punctifer"
"Mustelus_sinusmexicanus",36.1900576465482,38.5270381563505,12.1610044897795,414.07,369,0,0,"Mustelus sinusmexicanus"
"Centrophorus_harrissoni",37.752270216389,40.4139856260044,15.0481629006925,415.53,344,0,0,"Centrophorus harrissoni"
"Hydrolagus_homonycteris",37.0818724120498,33.1333287732246,14.4597521249591,415.71,398,1,0.01,"Hydrolagus homonycteris"
"Hydrolagus_pallidus",36.6658055830109,34.3360644872159,13.2145617274504,415.86,394,0,0,"Hydrolagus pallidus"
"Chimaera_panthera",34.3399472174506,34.5401743576238,6.11208033992126,415.92,389,0,0,"Chimaera panthera"
"Electrolux_addisoni",37.575019677108,35.7270572453111,15.3907754822422,416.87,364,0,0,"Electrolux addisoni"
"Temera_hardwickii",38.0776799346923,34.9252528211096,16.7545799286946,416.96,385,1,0.01,"Temera hardwickii"
"Hydrolagus_bemisi",34.2808270197207,35.2475326750918,6.54722622257073,417.12,384,0,0,"Hydrolagus bemisi"
"Urobatis_halleri",34.2668386317276,34.2427388191157,7.10650158215633,417.81,400.5,0,0,"Urobatis halleri"
"Chimaera_bahamaensis",36.9137629187384,33.0877194845032,14.7546197935753,418.25,444,1,0.01,"Chimaera bahamaensis"
"Galeus_murinus",37.7596803110562,36.1259783399346,16.1573730579377,421.77,384.5,0,0,"Galeus murinus"
"Chimaera_argiloba",36.8081620906685,33.8709767470199,14.3217764581074,422.46,424,1,0.01,"Chimaera argiloba"
"Hydrolagus_lusitanicus",35.6547835931015,34.2000453436563,11.5434035333413,423,393.5,0,0,"Hydrolagus lusitanicus"
"Urobatis_marmoratus",36.737235771221,34.3968260461715,14.5466431962141,424.3,398,0,0,"Urobatis marmoratus"
"Rhynchobatus_springeri",36.0378277174106,33.9970457184508,14.9501810044575,424.31,472,1,0.01,"Rhynchobatus springeri"
"Rhinobatos_nudidorsalis",37.2484979665231,33.9527009861286,16.0739344005789,424.4,411,0,0,"Rhinobatos nudidorsalis"
"Hydrolagus_mccoskeri",35.4504515121755,32.9526708746534,12.4443799546599,429.49,409.5,0,0,"Hydrolagus mccoskeri"
"Chimaera_notafricana",35.6809175336649,32.5577394347067,13.1261161107227,430.21,417,0,0,"Chimaera notafricana"
"Hydrolagus_novaezealandiae",33.7941704225868,34.0545454584435,7.05923353380167,430.34,390,0,0,"Hydrolagus novaezealandiae"
"Chimaera_obscura",36.4766665072945,32.3611334897905,16.2035619363086,430.6,411,1,0.01,"Chimaera obscura"
"Hydrolagus_macrophthalmus",35.3743818214471,33.4057706765627,12.6071179064523,431.44,434.5,0,0,"Hydrolagus macrophthalmus"
"Chimaera_cubana",35.2873557202478,33.3920306858067,14.2180447222061,431.72,428.5,1,0.01,"Chimaera cubana"
"Himantura_signifer",33.900023930971,34.8102142749678,5.64140702868135,431.76,433,0,0,"Himantura signifer"
"Himantura_gerrardi",33.3905404442667,33.9681659891507,3.94438006387899,432.38,475,0,0,"Himantura gerrardi"
"Paratrygon_aiereba",34.5227699365344,37.101300333242,9.35040663893164,432.77,345.5,0,0,"Paratrygon aiereba"
"Hydrolagus_eidolon",35.8816791025614,31.5069807808226,14.6408185488031,433.03,437,1,0.01,"Hydrolagus eidolon"
"Crassinarke_dormitor",36.3941043458848,34.8613045405507,14.3551053294909,433.69,398,0,0,"Crassinarke dormitor"
"Raja_inornata",34.5174053273372,33.3162844660882,10.8289681128722,433.8,381.5,0,0,"Raja inornata"
"Myliobatis_tobijei",34.4418468926692,33.1548892757285,10.1697072722164,434.55,383,0,0,"Myliobatis tobijei"
"Hydrolagus_deani",35.9432045930205,33.6302449596484,15.8143948838462,434.98,428,1,0.01,"Hydrolagus deani"
"Rhynchobatus_palpebratus",33.2917733395222,35.5393163762477,7.97289117049205,435.33,429.5,0,0,"Rhynchobatus palpebratus"
"Oxynotus_centrina",34.1115286742361,32.9268951857683,10.0089850589856,436.72,405.5,0,0,"Oxynotus centrina"
"Pastinachus_sephen",32.575216269902,32.9899782952834,3.74925641833706,437.41,460,0,0,"Pastinachus sephen"
"Urobatis_tumbesensis",36.3665921675929,32.630442284758,15.485879712607,438.02,420.5,0,0,"Urobatis tumbesensis"
"Pastinachus_gracilicaudus",32.575216269902,32.9899782952834,3.74925641833706,438.41,461,0,0,"Pastinachus gracilicaudus"
"Rhynchobatus_laevis",33.1619450704557,35.4620875348448,7.99161631483631,439.85,431,0,0,"Rhynchobatus laevis"
"Rhinobatos_hynnicephalus",38.469034325592,33.8478697637854,20.5294516495409,440.88,486,2,0.02,"Rhinobatos hynnicephalus"
"Himantura_hortlei",33.21384278224,33.7633778941777,4.88477849869955,441.61,459,0,0,"Himantura hortlei"
"Figaro_boardmani",33.5885236492076,33.8705613967376,9.62807631614614,443.95,444.5,0,0,"Figaro boardmani"
"Figaro_striatus",33.5885236492076,33.8705613967376,9.62807631614614,444.95,445.5,0,0,"Figaro striatus"
"Etmopterus_schultzi",33.6782025770925,34.0733540676079,9.078078257931,445.29,349,0,0,"Etmopterus schultzi"
"Narcine_brevilabiata",34.9612666100751,31.3998529239208,12.5221905022686,446.03,446.5,0,0,"Narcine brevilabiata"
"Chimaera_macrospina",35.4687489102193,31.54641121216,14.4652833362203,446.14,426,0,0,"Chimaera macrospina"
"Narcine_ornata",36.0462764926272,32.7342553263731,14.9192439233964,448.26,434,0,0,"Narcine ornata"
"Himantura_fai",33.0030757841175,33.7801863175567,5.18840123768123,448.91,463.5,0,0,"Himantura fai"
"Chimaera_jordani",35.1705892172545,32.5932710244616,13.264334854236,449.18,466.5,0,0,"Chimaera jordani"
"Sphyrna_corona",32.104924101699,32.711841106535,4.22497896459666,449.46,460,0,0,"Sphyrna corona"
"Narcine_lingula",36.7230331245881,31.4265427325247,18.9885798068003,449.82,439,2,0.02,"Narcine lingula"
"Centroscymnus_owstonii",32.570902952295,35.1139724960108,7.40778954783578,450.86,427,0,0,"Centroscymnus owstonii"
"Etmopterus_gracilispinis",33.6851370966965,32.942197302623,9.3268504828173,451.84,342.5,0,0,"Etmopterus gracilispinis"
"Hydrolagus_marmoratus",35.3426994741548,31.3087321397125,14.1279101628466,452.17,481,0,0,"Hydrolagus marmoratus"
"Narcine_brunnea",35.2936273303018,32.1514300185772,12.914138636282,453.33,465,0,0,"Narcine brunnea"
"Glaucostegus_thouin",32.9981381424412,33.8336721601485,9.11555569883069,455.39,446,0,0,"Glaucostegus thouin"
"Carcharhinus_fitzroyensis",32.9955517735319,35.9329047999639,9.09296276510454,456.24,396.5,0,0,"Carcharhinus fitzroyensis"
"Atlantoraja_platana",31.8901088631239,31.8063151341083,4.91031099689824,458.76,459.5,0,0,"Atlantoraja platana"
"Atlantoraja_cyclophora",31.8901088631239,31.8063151341083,4.91031099689824,459.76,460.5,0,0,"Atlantoraja cyclophora"
"Chimaera_lignaria",32.1927609050225,32.3291847924974,5.93878998827583,461.27,438,0,0,"Chimaera lignaria"
"Chimaera_opalescens",32.0505380582098,32.8830616165722,6.03029670964744,462.68,442.5,0,0,"Chimaera opalescens"
"Narcine_rierai",35.5782435282954,31.7732044968251,17.3739428790904,462.8,455,2,0.02,"Narcine rierai"
"Narcine_brasiliensis",35.8073419093293,31.8756959532796,15.9230933709714,463.07,425,1,0.01,"Narcine brasiliensis"
"Narcine_firma",34.5391510824164,31.1979718114275,13.3967408430623,466.25,445.5,0,0,"Narcine firma"
"Narcine_bancroftii",34.4715923392214,31.932667396695,12.9235263263663,466.65,477,1,0.01,"Narcine bancroftii"
"Dasyatis_longa",32.7780585842383,32.2505081834202,9.40844697424639,466.86,450,0,0,"Dasyatis longa"
"Narcine_prodorsalis",35.8856515384506,28.7671976660555,16.6261247872709,466.96,445,1,0.01,"Narcine prodorsalis"
"Hydrolagus_purpurescens",33.8986368984931,30.5603564323184,13.1143264832323,467.65,491.5,1,0.01,"Hydrolagus purpurescens"
"Triakis_megalopterus",34.2025004665749,37.3089274945413,12.5823544600601,468.49,390,0,0,"Triakis megalopterus"
"Narcine_atzi",34.4125013142196,30.2896303313426,14.3446301424897,468.91,458.5,0,0,"Narcine atzi"
"Scyliorhinus_torazame",34.4102509935063,31.5914721180553,12.9605859123141,469.01,437,0,0,"Scyliorhinus torazame"
"Rhynchobatus_djiddensis",31.9570403345252,34.2715316824459,7.83746575056206,469.25,450,0,0,"Rhynchobatus djiddensis"
"Narcine_bicolor",35.8236703747677,28.78004794423,17.6470505101274,469.83,437,1,0.01,"Narcine bicolor"
"Glaucostegus_typus",32.4755100991826,33.2609038166174,9.1234053692264,470.04,470.5,0,0,"Glaucostegus typus"
"Rhynchobatus_australiae",31.9147088287085,34.3049590616026,7.86303164309265,470.42,449.5,0,0,"Rhynchobatus australiae"
"Neotrygon_picta",31.3428144302386,31.5126589559117,4.52867641486765,470.91,464.5,0,0,"Neotrygon picta"
"Neotrygon_leylandi",31.3149980574671,31.115132982713,4.49698698078164,471.7,461.5,0,0,"Neotrygon leylandi"
"Bythaelurus_dawsoni",34.10283572744,31.3221372906015,13.6394056246711,472.77,464.5,0,0,"Bythaelurus dawsoni"
"Narcine_insolita",35.1343457307262,30.460515431719,15.2238966820462,473.35,462.5,0,0,"Narcine insolita"
"Hydrolagus_matallanasi",32.9739642008659,31.5608419268343,10.6557566285176,474.02,451.5,0,0,"Hydrolagus matallanasi"
"Hydrolagus_ogilbyi",31.8902790373195,32.100226208634,7.08107351619636,474.42,445.5,0,0,"Hydrolagus ogilbyi"
"Hydrolagus_lemures",31.8840626139005,32.100226208634,7.08101164703973,474.75,444.5,0,0,"Hydrolagus lemures"
"Dasyatis_chrysonota",33.0506028939358,31.3472549170754,10.9709420279605,475.04,423,0,0,"Dasyatis chrysonota"
"Squatina_legnota",31.786156964398,33.085912272604,8.01509241162037,475.61,454,0,0,"Squatina legnota"
"Narcine_entemedor",35.459986080659,31.7391950047721,17.2240146943224,476.05,453.5,1,0.01,"Narcine entemedor"
"Chiloscyllium_hasseltii",31.2773228033074,31.8367563829366,5.96398339961839,476.87,445,0,0,"Chiloscyllium hasseltii"
"Chiloscyllium_griseum",31.2764417560104,31.8367563829366,5.96229946443519,476.94,445,0,0,"Chiloscyllium griseum"
"Himantura_leoparda",31.8764452290256,32.9359662143244,5.41024584541085,478.05,492,0,0,"Himantura leoparda"
"Dasyatis_pastinaca",32.8961561550991,32.2291475592538,10.7526974044235,478.08,446.5,0,0,"Dasyatis pastinaca"
"Myliobatis_hamlyni",34.7283092859075,31.5685659927915,16.6933761944652,478.72,492.5,0,0,"Myliobatis hamlyni"
"Dasyatis_americana",32.4544081907676,32.0592659439296,9.65881050207723,478.95,452,0,0,"Dasyatis americana"
"Narcine_vermiculatus",35.691656764788,29.4400492162267,18.1422609343013,479.23,478,1,0.01,"Narcine vermiculatus"
"Mobula_tarapacana",33.4697030157106,31.4858996973452,12.256222327658,479.43,454.5,0,0,"Mobula tarapacana"
"Myliobatis_freminvillei",31.9218866586496,32.172582008448,8.83676280263888,479.6,448.5,0,0,"Myliobatis freminvillei"
"Scylliogaleus_quecketti",33.4787810482502,31.2338942182447,12.2761900839073,481.61,516,0,0,"Scylliogaleus quecketti"
"Chimaera_owstoni",33.4291586395273,29.9645294977709,12.7793754695166,482.51,496.5,1,0.01,"Chimaera owstoni"
"Narcine_nigra",34.6940258089067,30.5509948621604,15.2225616940605,482.9,498,0,0,"Narcine nigra"
"Rhizoprionodon_taylori",34.4451372465747,33.8555104159562,14.2671031241229,483.73,478,0,0,"Rhizoprionodon taylori"
"Narcine_leoparda",35.498756749462,31.8638157367037,18.0850074444221,483.95,480,3,0.03,"Narcine leoparda"
"Rhinoptera_bonasus",33.3272261239705,31.3797535411843,13.0618971363332,488.96,485,0,0,"Rhinoptera bonasus"
"Narcine_oculifera",33.665457310638,30.7165506407698,14.2375934087155,491.08,484,0,0,"Narcine oculifera"
"Oxynotus_bruniensis",31.236820297189,34.0391402698812,8.08231692145424,491.25,469,0,0,"Oxynotus bruniensis"
"Beringraja_binoculata",30.7007453747236,31.1606372148747,6.78459493146386,491.92,481,0,0,"Beringraja binoculata"
"Beringraja_pulchra",30.7007453747236,31.1606372148747,6.78459493146386,492.92,482,0,0,"Beringraja pulchra"
"Myliobatis_chilensis",32.832547895311,29.9897762088075,12.3934102121254,493.32,475,0,0,"Myliobatis chilensis"
"Narcine_nelsoni",33.5258737908111,29.8465861951107,14.186937473662,493.65,494.5,0,0,"Narcine nelsoni"
"Urolophus_bucculentus",31.2807743812332,30.5581879384575,7.49114618160622,496.63,500.5,0,0,"Urolophus bucculentus"
"Etmopterus_bigelowi",31.6108827031378,31.7098576299068,9.35353201698704,497.05,469,0,0,"Etmopterus bigelowi"
"Urolophus_flavomosaicus",31.2542338306712,30.5018801999972,7.51389985473231,497.57,503.5,0,0,"Urolophus flavomosaicus"
"Myliobatis_longirostris",31.1905633636208,30.6512603088576,8.75129449169729,498.41,457,0,0,"Myliobatis longirostris"
"Scyliorhinus_capensis",31.7884101546404,30.560806227182,10.5535860311169,502.58,486.5,0,0,"Scyliorhinus capensis"
"Leucoraja_garmani",32.6855046975545,31.557887210672,12.8242576268166,503.16,484,0,0,"Leucoraja garmani"
"Paragaleus_randalli",31.4794827550792,30.3010272145842,9.85497031869857,503.31,524,0,0,"Paragaleus randalli"
"Paragaleus_pectoralis",31.3087707889426,30.2509439812604,9.27729951683509,504.25,507,0,0,"Paragaleus pectoralis"
"Mobula_hypostoma",30.504901206438,29.4103634566235,7.5475507868481,509.98,512,0,0,"Mobula hypostoma"
"Bythaelurus_canescens",32.1778365191602,29.7586424101167,12.3352275120646,510.9,489,0,0,"Bythaelurus canescens"
"Oxynotus_paradoxus",30.4016479280239,30.4187581702815,7.78625100519606,510.93,488,0,0,"Oxynotus paradoxus"
"Hemiscyllium_trispeculare",31.4321964388653,29.7549608918606,10.5949349169558,511.18,498.5,0,0,"Hemiscyllium trispeculare"
"Paragaleus_tengi",30.8623297469814,30.7422945237503,8.76897771027005,511.58,535.5,0,0,"Paragaleus tengi"
"Etmopterus_brachyurus",31.9334257095515,30.22846595528,11.6566494232913,511.83,495,0,0,"Etmopterus brachyurus"
"Paragaleus_leucolomatus",30.9988448827788,29.4028519673016,9.70576565663617,512.44,513,0,0,"Paragaleus leucolomatus"
"Rhizoprionodon_oligolinx",33.28796495264,30.251852201764,14.4344582148857,512.61,504.5,0,0,"Rhizoprionodon oligolinx"
"Narcine_maculata",32.0863755765847,29.5242995476117,11.8551544181783,514.51,514.5,0,0,"Narcine maculata"
"Mobula_munkiana",30.2130395253363,28.855870672707,7.85935627361206,519.76,515.5,0,0,"Mobula munkiana"
"Pseudoraja_fischeri",32.7499034534961,28.6897304200016,15.4985275116093,520.18,494.5,0,0,"Pseudoraja fischeri"
"Dactylobatus_armatus",32.9998411033239,28.9738252343984,15.2421056962167,520.51,496,0,0,"Dactylobatus armatus"
"Myliobatis_ridens",31.2965353547503,28.9729101576327,11.9252787370471,520.57,533.5,0,0,"Myliobatis ridens"
"Squatina_caillieti",31.0392197579447,30.565027128102,10.633986548719,520.98,491,0,0,"Squatina caillieti"
"Dactylobatus_clarkii",32.9998411033239,28.9738252343984,15.2421056962167,521.51,497,0,0,"Dactylobatus clarkii"
"Bythaelurus_alcockii",32.8408793169876,29.3059518397591,15.3711949081764,522.83,535,0,0,"Bythaelurus alcockii"
"Urogymnus_asperrimus",30.1682556749581,29.026938266973,6.74943955978798,523.57,535,0,0,"Urogymnus asperrimus"
"Urogymnus_ukpam",30.1682556749581,29.026938266973,6.74943955978798,524.57,536,0,0,"Urogymnus ukpam"
"Hemiscyllium_freycineti",31.0356306696024,28.4971965617616,10.5880767961335,525.12,531,0,0,"Hemiscyllium freycineti"
"Hemiscyllium_hallstromi",31.148816295732,28.9716858727495,11.1515032325288,526.01,547,0,0,"Hemiscyllium hallstromi"
"Hemiscyllium_galei",31.0352029028723,27.7896156847094,11.4716693135458,528.13,555.5,0,0,"Hemiscyllium galei"
"Squatina_oculata",31.5434065797056,28.2643785234754,12.4473439328017,528.38,549.5,0,0,"Squatina oculata"
"Typhlonarke_aysoni",30.9738463032089,28.6301597197532,11.4785332906363,528.57,532.5,0,0,"Typhlonarke aysoni"
"Typhlonarke_tarakea",30.9738463032089,28.6301597197532,11.4785332906363,529.57,533.5,0,0,"Typhlonarke tarakea"
"Halaelurus_natalensis",29.6664742921252,29.0214809379855,6.41278843359675,529.58,477.5,0,0,"Halaelurus natalensis"
"Bythaelurus_immaculatus",31.4009706217952,29.2572335421401,12.7840612039462,533.58,523.5,0,0,"Bythaelurus immaculatus"
"Hemiscyllium_ocellatum",30.372552260571,28.3646148287579,9.59185562598916,533.69,531.5,0,0,"Hemiscyllium ocellatum"
"Scymnodalatias_albicauda",30.9819231086308,27.8037860282598,11.8662859014959,534.09,560.5,0,0,"Scymnodalatias albicauda"
"Torpedo_californica",30.3598242042249,27.797295463242,8.83754915442067,534.74,530,0,0,"Torpedo californica"
"Carcharhinus_perezii",29.4895097126797,31.9144880400432,7.88425576850391,536.12,475.5,0,0,"Carcharhinus perezii"
"Hemiscyllium_henryi",30.2141248512952,27.5876285380658,9.85629597699949,536.19,532.5,0,0,"Hemiscyllium henryi"
"Myliobatis_rhombus",30.9483324954178,28.2108626350538,11.8956605775616,536.57,540.5,0,0,"Myliobatis rhombus"
"Myliobatis_tenuicaudatus",30.5167220154365,28.5143161032099,10.9683116839211,536.75,540.5,0,0,"Myliobatis tenuicaudatus"
"Cephaloscyllium_ventriosum",30.546043363572,27.8299145191008,10.6567866823515,537.81,538,0,0,"Cephaloscyllium ventriosum"
"Etmopterus_pusillus",30.2112782753678,28.949277057628,9.47546966570594,538.86,491.5,0,0,"Etmopterus pusillus"
"Halaelurus_lineatus",29.294849488633,28.7927528721217,6.71162609707142,538.96,504.5,0,0,"Halaelurus lineatus"
"Bythaelurus_clevai",30.4017393896208,29.0616575342384,11.131106742162,543.12,524,0,0,"Bythaelurus clevai"
"Bythaelurus_giddingsi",29.9487171633912,28.4735078745331,9.95480241626703,543.64,522,0,0,"Bythaelurus giddingsi"
"Hemiscyllium_strahani",29.9900172601858,26.6426327526686,9.96943070250843,547.23,543.5,0,0,"Hemiscyllium strahani"
"Scymnodalatias_sherwoodi",30.7184656041655,28.0377540848411,12.1947385242557,547.37,567,0,0,"Scymnodalatias sherwoodi"
"Halaelurus_boesemani",29.5386758158422,27.3032636389263,8.61739571507789,548.05,575,0,0,"Halaelurus boesemani"
"Anacanthobatis_donghaiensis",31.2019092204339,28.8459085444835,14.0108075859388,549.36,543.5,0,0,"Anacanthobatis donghaiensis"
"Bythaelurus_lutarius",31.1563906894908,27.906832569425,13.5162159147209,549.87,570,0,0,"Bythaelurus lutarius"
"Sphyrna_tiburo",28.1731719071223,28.3361214299733,3.50078345571985,550.03,573,0,0,"Sphyrna tiburo"
"Carcharhinus_borneensis",28.4257995614414,30.1589224033607,5.43193659104445,551.36,523,0,0,"Carcharhinus borneensis"
"Hemiscyllium_michaeli",29.6674268053104,27.326604159455,9.7484063764602,551.43,547,0,0,"Hemiscyllium michaeli"
"Orectolobus_floridus",29.3869383244323,30.8037209758335,8.67809417404991,551.95,558.5,0,0,"Orectolobus floridus"
"Squatina_argentina",31.2999315375965,27.9895934567126,14.6558452539867,551.99,584,1,0.01,"Squatina argentina"
"Squalus_megalops",31.496663121999,33.8771330711978,13.4720210283446,552.22,480.5,0,0,"Squalus megalops"
"Bythaelurus_incanus",30.6873192650066,27.3976989947732,12.8310785868852,553.58,558.5,0,0,"Bythaelurus incanus"
"Sutorectus_tentaculatus",29.5678686159226,29.5568475663011,9.48605800004758,553.74,570,0,0,"Sutorectus tentaculatus"
"Haploblepharus_kistnasamyi",29.5831620509771,27.5512949772464,9.65029327310493,553.84,575.5,0,0,"Haploblepharus kistnasamyi"
"Anacanthobatis_folirostris",30.9601363578433,28.928332185558,14.5191444252347,554.25,533,0,0,"Anacanthobatis folirostris"
"Haploblepharus_pictus",29.2172977600545,28.7857042373909,7.95494261338605,554.29,578.5,0,0,"Haploblepharus pictus"
"Etmopterus_virens",28.8126774749923,29.3514129989677,6.77811935758845,555.45,517.5,0,0,"Etmopterus virens"
"Oxynotus_caribbaeus",29.1126713000371,29.02729605503,8.48616468074618,555.89,569,0,0,"Oxynotus caribbaeus"
"Bythaelurus_hispidus",30.5192210248861,27.6533370176226,12.7287544840069,556,544,0,0,"Bythaelurus hispidus"
"Scymnodalatias_oligodon",29.7489821268463,28.7507162662634,10.5677333587581,556.41,578.5,0,0,"Scymnodalatias oligodon"
"Scymnodalatias_garricki",29.8359142552672,27.6136648415398,10.7768168273804,556.7,589,0,0,"Scymnodalatias garricki"
"Squalus_brevirostris",31.2323026357042,33.3320611341065,13.4681983329313,558.02,514.5,0,0,"Squalus brevirostris"
"Okamejei_meerdervoortii",30.5040450926821,26.5611348944218,13.0278996558021,558.07,564,0,0,"Okamejei meerdervoortii"
"Anacanthobatis_ori",30.359594561242,27.7339149727322,12.3931852520325,559.24,573.5,0,0,"Anacanthobatis ori"
"Dasyatis_garouaensis",30.6816340253481,27.741111816033,13.5784920060463,559.5,527.5,0,0,"Dasyatis garouaensis"
"Myliobatis_peruvianus",29.7131993293226,26.949268008133,10.7899623995102,560.68,589,0,0,"Myliobatis peruvianus"
"Orectolobus_reticulatus",29.722468748088,28.6919033160434,10.9863861060133,561.48,577,0,0,"Orectolobus reticulatus"
