"species","Rank_ED","ED","Rank_min0","EvoHeritage_min0","Rank_min66","EvoHeritage_min66","Rank_min145","EvoHeritage_min145","change_min0_vs_ED","change_min66_vs_ED","change_min145_vs_ED","scientificname","valid_name","class","order","family","genus","major_group"
"Hemitriakis abdita",764,23.3029609458128,833,18.6905717626275,453,3.39636374038818,779,0.279565517819036,69,-311,15,"Hemitriakis abdita","Hemitriakis abdita","Elasmobranchii","Carcharhiniformes","Triakidae","Hemitriakis","shark"
"Hemitriakis complicofasciata",620,27.9677424507795,659,22.9754960446463,434,3.58958483159978,775,0.281469037318541,39,-186,155,"Hemitriakis complicofasciata","Hemitriakis complicofasciata","Elasmobranchii","Carcharhiniformes","Triakidae","Hemitriakis","shark"
"Hemitriakis falcata",619,27.9677424507795,626,24.0016735135034,422,3.70534397684674,765,0.28663780183581,7,-197,146,"Hemitriakis falcata","Hemitriakis falcata","Elasmobranchii","Carcharhiniformes","Triakidae","Hemitriakis","shark"
"Hemitriakis indroyonoi",152,51.1778804557795,132,43.508150412824,267,5.67095674304899,729,0.301820396892942,-20,115,577,"Hemitriakis indroyonoi","Hemitriakis indroyonoi","Elasmobranchii","Carcharhiniformes","Triakidae","Hemitriakis","shark"
"Hemitriakis japanica",763,23.4502247091128,831,18.718882592061,462,3.3288469365423,777,0.280157813328141,68,-301,14,"Hemitriakis japanica","Hemitriakis japanica","Elasmobranchii","Carcharhiniformes","Triakidae","Hemitriakis","shark"
"Hemitriakis leucoperiptera",765,23.3029609458128,852,18.2420124915336,444,3.47396872494199,769,0.283598710717878,87,-321,4,"Hemitriakis leucoperiptera","Hemitriakis leucoperiptera","Elasmobranchii","Carcharhiniformes","Triakidae","Hemitriakis","shark"
"Heptranchias perlo",45,80.786072691644,32,62.3515466352924,34,17.5766643016023,22,4.81098881986209,-13,-11,-23,"Heptranchias perlo","Heptranchias perlo","Elasmobranchii","Hexanchiformes","Hexanchidae","Heptranchias","shark"
"Heterodontus francisci",7,120.577239087092,8,75.853956391848,3,32.4428418556581,3,9.88174609613658,1,-4,-4,"Heterodontus francisci","Heterodontus francisci","Elasmobranchii","Heterodontiformes","Heterodontidae","Heterodontus","shark"
"Heterodontus galeatus",133,54.1255254929493,152,41.7248002190376,110,9.702296856976,46,3.12516981586081,19,-23,-87,"Heterodontus galeatus","Heterodontus galeatus","Elasmobranchii","Heterodontiformes","Heterodontidae","Heterodontus","shark"
"Heterodontus japonicus",146,52.1978295679493,290,34.2153850765799,93,11.1064709873602,89,2.08920963175148,144,-53,-57,"Heterodontus japonicus","Heterodontus japonicus","Elasmobranchii","Heterodontiformes","Heterodontidae","Heterodontus","shark"
"Heterodontus mexicanus",17,103.119928327092,11,74.1771658850687,19,22.1567995525913,7,6.90291288069968,-6,2,-10,"Heterodontus mexicanus","Heterodontus mexicanus","Elasmobranchii","Heterodontiformes","Heterodontidae","Heterodontus","shark"
"Heterodontus omanensis",147,52.1978295679493,295,33.9647755077857,87,11.4178689008654,85,2.11009530642011,148,-60,-62,"Heterodontus omanensis","Heterodontus omanensis","Elasmobranchii","Heterodontiformes","Heterodontidae","Heterodontus","shark"
"Heterodontus portusjacksoni",132,54.1255254929493,139,42.7977102162853,117,9.274158191077,45,3.24428747302574,7,-15,-87,"Heterodontus portusjacksoni","Heterodontus portusjacksoni","Elasmobranchii","Heterodontiformes","Heterodontidae","Heterodontus","shark"
"Heterodontus quoyi",212,47.2241595439493,433,28.9330732494951,116,9.35273072418297,51,2.83354760611611,221,-96,-161,"Heterodontus quoyi","Heterodontus quoyi","Elasmobranchii","Heterodontiformes","Heterodontidae","Heterodontus","shark"
"Heterodontus ramalheira",49,78.0040103979493,56,56.1410585946327,83,11.5704177814597,38,3.5580634374958,7,34,-11,"Heterodontus ramalheira","Heterodontus ramalheira","Elasmobranchii","Heterodontiformes","Heterodontidae","Heterodontus","shark"
"Heterodontus zebra",211,47.2241605439493,417,29.2683928032156,122,9.0537664393973,52,2.75986267338714,206,-89,-159,"Heterodontus zebra","Heterodontus zebra","Elasmobranchii","Heterodontiformes","Heterodontidae","Heterodontus","shark"
"Heteronarce bentuviai",610,28.3356054771679,708,21.4303557025766,306,5.06336172439593,318,0.770621591240951,98,-304,-292,"Heteronarce bentuviai","Heteronarce bentuviai","Elasmobranchii","Torpediniformes","Narkidae","Heteronarce","ray"
"Heteronarce garmani",402,35.6739929048346,353,31.625945569986,246,5.93328490421719,281,0.977027961997444,-49,-156,-121,"Heteronarce garmani","Heteronarce garmani","Elasmobranchii","Torpediniformes","Narkidae","Heteronarce","ray"
"Heteronarce mollis",611,28.3356054771679,691,21.9370989181601,321,4.86101784595391,319,0.770621591240951,80,-290,-292,"Heteronarce mollis","Heteronarce mollis","Elasmobranchii","Torpediniformes","Narkidae","Heteronarce","ray"
"Heteronarce prabhui",521,30.8426550601679,618,24.1522659952255,310,4.99496541987062,322,0.760770803229394,97,-211,-199,"Heteronarce prabhui","Heteronarce prabhui","Elasmobranchii","Torpediniformes","Narkidae","Heteronarce","ray"
"Heteroscymnoides marleyi",271,42.5764439329094,294,34.0131414414771,135,8.51311506131892,261,1.10399007222033,23,-136,-10,"Heteroscymnoides marleyi","Heteroscymnoides marleyi","Elasmobranchii","Squaliformes","Dalatiidae","Heteroscymnoides","shark"
"Hexanchus griseus",116,57.2145800853107,242,36.6148956363764,54,14.2998384583788,26,4.10603057090222,126,-62,-90,"Hexanchus griseus","Hexanchus griseus","Elasmobranchii","Hexanchiformes","Hexanchidae","Hexanchus","shark"
"Hexanchus nakamurai",117,57.2145800853107,258,35.9170521053136,55,14.194845749879,25,4.15978219618663,141,-62,-92,"Hexanchus nakamurai","Hexanchus nakamurai","Elasmobranchii","Hexanchiformes","Hexanchidae","Hexanchus","shark"
"Hexanchus vitulus",66,72.0240333183107,88,49.4286178707304,47,15.7202170647464,23,4.44215512416816,22,-19,-43,"Hexanchus vitulus","Hexanchus vitulus","Elasmobranchii","Hexanchiformes","Hexanchidae","Hexanchus","shark"
"Hexatrygon bickelli",4,138.947657969357,5,77.4443167802238,7,28.1351743918099,213,1.27557093263155,1,3,209,"Hexatrygon bickelli","Hexatrygon bickelli","Elasmobranchii","Myliobatiformes","Hexatrygonidae","Hexatrygon","ray"
"Himantura astra",974,17.137511476932,1007,14.3041097024086,887,1.36528652603431,806,0.267239990569413,33,-87,-168,"Himantura astra","Maculabatis astra","Elasmobranchii","Myliobatiformes","Dasyatidae","Himantura","ray"
"Himantura dalyensis",969,17.277201767294,951,15.6551520779839,853,1.53723240638955,920,0.233311353436989,-18,-116,-49,"Himantura dalyensis","Urogymnus dalyensis","Elasmobranchii","Myliobatiformes","Dasyatidae","Himantura","ray"
"Himantura fai",877,19.7884911937463,875,17.5323152480369,900,1.30728640894355,727,0.302364178879743,-2,23,-150,"Himantura fai","Pateobatis fai","Elasmobranchii","Myliobatiformes","Dasyatidae","Himantura","ray"
"Himantura gerrardi",513,31.175088268794,484,27.5993076503507,868,1.46728691547306,854,0.24914100274458,-29,355,341,"Himantura gerrardi","Maculabatis gerrardi","Elasmobranchii","Myliobatiformes","Dasyatidae","Himantura","ray"
"Himantura granulata",625,27.670804782383,644,23.319232064232,816,1.68549674779111,934,0.230209185661102,19,191,309,"Himantura granulata","Urogymnus granulatus","Elasmobranchii","Myliobatiformes","Dasyatidae","Himantura","ray"
"Himantura hortlei",542,30.2791628677463,479,27.6441203982936,889,1.3615360361361,767,0.284197918687524,-63,347,225,"Himantura hortlei","Pateobatis hortlei","Elasmobranchii","Myliobatiformes","Dasyatidae","Himantura","ray"
"Himantura imbricata",1030,15.582108305694,1033,13.7179301702858,863,1.50580214867875,910,0.236090337268101,3,-167,-120,"Himantura imbricata","Brevitrygon imbricata","Elasmobranchii","Myliobatiformes","Dasyatidae","Himantura","ray"
"Himantura jenkinsii",600,28.6544718501497,570,25.3177753694374,829,1.64314392088491,786,0.278042283173546,-30,229,186,"Himantura jenkinsii","Pateobatis jenkinsii","Elasmobranchii","Myliobatiformes","Dasyatidae","Himantura","ray"
"Himantura kittipongi",876,19.7884911937463,879,17.4394990139433,901,1.30359326093859,701,0.311516845132428,3,25,-175,NA,NA,NA,NA,NA,NA,"unknown"
"Himantura leoparda",528,30.5616711370797,494,27.4197641509803,862,1.51524973020416,837,0.253813201792633,-34,334,309,"Himantura leoparda","Himantura leoparda","Elasmobranchii","Myliobatiformes","Dasyatidae","Himantura","ray"
"Himantura lobistoma",145,52.516030040883,140,42.7074859022492,709,2.02499731370552,793,0.274086390704195,-5,564,648,"Himantura lobistoma","Urogymnus lobistoma","Elasmobranchii","Myliobatiformes","Dasyatidae","Himantura","ray"
"Himantura marginata",795,22.3677005332463,746,20.5764303573228,884,1.38324457678077,741,0.294682228328675,-49,89,-54,"Himantura marginata","Himantura marginata","Elasmobranchii","Myliobatiformes","Dasyatidae","Himantura","ray"
"Himantura oxyrhyncha",440,33.802901370994,397,29.791448870344,852,1.5452240242489,782,0.278755144721437,-43,412,342,"Himantura oxyrhyncha","Fluvitrygon oxyrhynchus","Elasmobranchii","Myliobatiformes","Dasyatidae","Himantura","ray"
"Himantura pacifica",206,47.3547877304792,180,39.8215185625212,303,5.11634354216901,642,0.326934037160695,-26,97,436,"Himantura pacifica","Styracura pacifica","Elasmobranchii","Myliobatiformes","Dasyatidae","Himantura","ray"
"Himantura pastinacoides",920,18.512640214232,936,16.0954496277285,883,1.38394459404983,780,0.279415880835842,16,-37,-140,"Himantura pastinacoides","Maculabatis pastinacoides","Elasmobranchii","Myliobatiformes","Dasyatidae","Himantura","ray"
"Himantura polylepis",624,27.670804782383,669,22.6527287403793,825,1.64882747040713,932,0.230590570389484,45,201,308,"Himantura polylepis","Urogymnus polylepis","Elasmobranchii","Myliobatiformes","Dasyatidae","Himantura","ray"
"Himantura randalli",601,28.6544708501497,490,27.4481822919011,843,1.60433281310759,815,0.264699156733522,-111,242,214,"Himantura randalli","Maculabatis randalli","Elasmobranchii","Myliobatiformes","Dasyatidae","Himantura","ray"
"Himantura schmardae",205,47.3547877304792,164,40.9907984387834,394,3.99654685919992,613,0.338506481823171,-41,189,408,"Himantura schmardae","Styracura schmardae","Elasmobranchii","Myliobatiformes","Dasyatidae","Himantura","ray"
"Himantura signifer",439,33.802901370994,387,30.0934027304297,844,1.59552444959613,880,0.242678519810774,-52,405,441,"Himantura signifer","Fluvitrygon signifer","Elasmobranchii","Myliobatiformes","Dasyatidae","Himantura","ray"
"Himantura toshi",973,17.137511476932,994,14.5309888201571,881,1.39069167979507,798,0.272233528239926,21,-92,-175,"Himantura toshi","Maculabatis toshi","Elasmobranchii","Myliobatiformes","Dasyatidae","Himantura","ray"
"Himantura uarnacoides",430,34.3192832701497,398,29.764189261946,834,1.62642959582925,790,0.275610084093065,-32,404,360,"Himantura uarnacoides","Pateobatis uarnacoides","Elasmobranchii","Myliobatiformes","Dasyatidae","Himantura","ray"
"Himantura uarnak",751,23.7487341037463,696,21.818073040104,874,1.44248737797927,762,0.287072512894607,-55,123,11,"Himantura uarnak","Himantura uarnak","Elasmobranchii","Myliobatiformes","Dasyatidae","Himantura","ray"
"Himantura undulata",794,22.3677015332463,767,20.2698529685349,871,1.44272474220376,774,0.282154504179032,-27,77,-20,"Himantura undulata","Himantura undulata","Elasmobranchii","Myliobatiformes","Dasyatidae","Himantura","ray"
"Himantura walga",968,17.277201767294,943,15.9444474058732,869,1.46381970103103,842,0.251529589193066,-25,-99,-126,"Himantura walga","Brevitrygon walga","Elasmobranchii","Myliobatiformes","Dasyatidae","Himantura","ray"
"Holohalaelurus favus",730,24.2959227521558,846,18.3338276874562,352,4.49586202191603,500,0.439045907573229,116,-378,-230,"Holohalaelurus favus","Holohalaelurus favus","Elasmobranchii","Carcharhiniformes","Pentanchidae","Holohalaelurus","shark"
"Holohalaelurus grennian",424,34.5335109715224,493,27.4399791562214,260,5.73616909059708,493,0.45276367093238,69,-164,69,"Holohalaelurus grennian","Holohalaelurus grennian","Elasmobranchii","Carcharhiniformes","Pentanchidae","Holohalaelurus","shark"
"Holohalaelurus melanostigma",520,30.9037375320224,605,24.3963532432992,278,5.52558127198626,491,0.455468626903997,85,-242,-29,"Holohalaelurus melanostigma","Holohalaelurus melanostigma","Elasmobranchii","Carcharhiniformes","Pentanchidae","Holohalaelurus","shark"
"Holohalaelurus punctatus",727,24.3629338773558,836,18.659669240543,347,4.55546315314191,505,0.433063999724529,109,-380,-222,"Holohalaelurus punctatus","Holohalaelurus punctatus","Elasmobranchii","Carcharhiniformes","Pentanchidae","Holohalaelurus","shark"
"Holohalaelurus regani",731,24.2959227521558,851,18.2610859312074,346,4.58645659074651,501,0.438584594230544,120,-385,-230,"Holohalaelurus regani","Holohalaelurus regani","Elasmobranchii","Carcharhiniformes","Pentanchidae","Holohalaelurus","shark"
"Hongeo koreana",153,51.1105613489492,168,40.8444609098757,1085,0.66426721980892,1040,0.19014080629158,15,932,887,"Hongeo koreana","Hongeo koreanus","Elasmobranchii","Rajiformes","Rajidae","Hongeo","ray"
"Hydrolagus affinis",713,24.8510173699016,819,18.9248415438403,448,3.45164463384876,182,1.37605301661283,106,-265,-531,"Hydrolagus affinis","Hydrolagus affinis","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","chimaera"
"Hydrolagus africanus",195,48.1113732933472,266,35.3888592892988,157,7.76801600699602,95,2.02250442877283,71,-38,-100,"Hydrolagus africanus","Hydrolagus africanus","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","chimaera"
"Hydrolagus alberti",143,52.5287613132852,156,41.5339494276713,282,5.43666926243784,157,1.52855441658311,13,139,14,"Hydrolagus alberti","Hydrolagus alberti","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","chimaera"
"Hydrolagus alphus",144,52.5287613132852,151,41.8134801722872,307,5.0592208665398,196,1.32179341671168,7,163,52,"Hydrolagus alphus","Hydrolagus alphus","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","chimaera"
"Hydrolagus barbouri",389,36.498276323255,453,28.4332781084157,196,6.89862981054626,124,1.72287132465779,64,-193,-265,"Hydrolagus barbouri","Hydrolagus barbouri","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","chimaera"
"Hydrolagus bemisi",326,39.53059411336,342,32.2779886217597,507,3.03399413180418,308,0.839741222367104,16,181,-18,"Hydrolagus bemisi","Hydrolagus bemisi","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","chimaera"
"Hydrolagus colliei",333,39.2914552019217,408,29.4785578090008,175,7.26424738069708,91,2.07744570769376,75,-158,-242,"Hydrolagus colliei","Hydrolagus colliei","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","chimaera"
"Hydrolagus deani",150,51.457969215255,172,40.6813517511165,151,7.92468724783556,63,2.52417099447963,22,1,-87,"Hydrolagus deani","Hydrolagus deani","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","chimaera"
"Hydrolagus eidolon",378,37.0188491329217,455,28.3728422139363,176,7.25274774831678,109,1.85827032393711,77,-202,-269,"Hydrolagus eidolon","Hydrolagus eidolon","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","chimaera"
"Hydrolagus homonycteris",377,37.0188491329217,478,27.6706525170425,180,7.16959992609586,92,2.0686354928541,101,-197,-285,"Hydrolagus homonycteris","Hydrolagus homonycteris","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","chimaera"
"Hydrolagus lemures",405,35.2182100321365,622,24.0728184048291,187,6.98673997103511,129,1.69314276897288,217,-218,-276,"Hydrolagus lemures","Chimaera ogilbyi","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","chimaera"
"Hydrolagus lusitanicus",416,34.87173959136,486,27.5579015405666,435,3.53524424985855,199,1.31690111202944,70,19,-217,"Hydrolagus lusitanicus","Hydrolagus lusitanicus","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","chimaera"
"Hydrolagus macrophthalmus",631,27.4407444932588,733,20.7758707066707,423,3.6992143867301,194,1.32407681257967,102,-208,-437,"Hydrolagus macrophthalmus","Hydrolagus macrophthalmus","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","chimaera"
"Hydrolagus marmoratus",429,34.3270305477588,459,28.3059947433044,426,3.67307981154334,162,1.49004364542934,30,-3,-267,"Hydrolagus marmoratus","Hydrolagus marmoratus","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","chimaera"
"Hydrolagus matallanasi",299,40.7729841589186,331,32.6302858893105,274,5.57837659674902,166,1.45677609301682,32,-25,-133,"Hydrolagus matallanasi","Hydrolagus matallanasi","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","chimaera"
"Hydrolagus mccoskeri",284,41.64387599686,297,33.9248458460766,518,2.83513827979711,234,1.20751290855285,13,234,-50,"Hydrolagus mccoskeri","Hydrolagus mccoskeri","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","chimaera"
"Hydrolagus melanophasma",298,40.7751083940921,293,34.0228592501306,438,3.51302852504775,87,2.10634444447509,-5,140,-211,"Hydrolagus melanophasma","Hydrolagus melanophasma","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","chimaera"
"Hydrolagus mirabilis",714,24.8510173699016,814,19.0053676399074,452,3.41247903506125,176,1.40451310442384,100,-262,-538,"Hydrolagus mirabilis","Hydrolagus mirabilis","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","chimaera"
"Hydrolagus mitsukurii",194,48.1113732933472,213,38.0833612617977,169,7.42806833208655,115,1.78083742957343,19,-25,-79,"Hydrolagus mitsukurii","Hydrolagus mitsukurii","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","chimaera"
"Hydrolagus novaezealandiae",268,42.6670084904016,264,35.5740055995995,466,3.32230749759096,266,1.04214662531721,-4,198,-2,"Hydrolagus novaezealandiae","Hydrolagus novaezealandiae","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","chimaera"
"Hydrolagus ogilbyi",406,35.2182100321365,624,24.0275164903815,194,6.91633035758012,123,1.72387877409539,218,-212,-283,"Hydrolagus ogilbyi","Chimaera ogilbyi","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","chimaera"
"Hydrolagus pallidus",300,40.7729841589186,330,32.702139469583,266,5.67458038634308,236,1.19895662041721,30,-34,-64,"Hydrolagus pallidus","Hydrolagus pallidus","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","chimaera"
"Hydrolagus purpurescens",632,27.4407444932588,726,20.9323236369409,430,3.64550892444256,198,1.31942834304513,94,-202,-434,"Hydrolagus purpurescens","Hydrolagus purpurescens","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","chimaera"
"Hydrolagus trolli",684,25.8870672564016,764,20.2892100456699,456,3.37222801674042,168,1.44652110344593,80,-228,-516,"Hydrolagus trolli","Hydrolagus trolli","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","chimaera"
"Hypnos monopterygius",3,142.750439551048,4,79.8975849930137,4,31.514449686493,15,5.5082025949691,1,1,12,"Hypnos monopterygius","Hypnos monopterygius","Elasmobranchii","Torpediniformes","Hypnidae","Hypnos","ray"
"Hypogaleus hyugaensis",63,72.9331472585795,64,54.482546447873,247,5.91378964413637,773,0.282173775071713,1,184,710,"Hypogaleus hyugaensis","Hypogaleus hyugaensis","Elasmobranchii","Carcharhiniformes","Triakidae","Hypogaleus","shark"
"Iago garricki",94,60.7852256005795,87,49.4806482407443,221,6.50587954489435,974,0.216756169480263,-7,127,880,"Iago garricki","Iago garricki","Elasmobranchii","Carcharhiniformes","Triakidae","Iago","shark"
"Iago omanensis",95,60.7852256005795,81,50.1379774646481,235,6.1700797268968,953,0.224288173284915,-14,140,858,"Iago omanensis","Iago omanensis","Elasmobranchii","Carcharhiniformes","Triakidae","Iago","shark"
"Insentiraja laxipella",987,16.7842143084249,961,15.4393339868869,1009,0.823665067498883,712,0.308584408686563,-26,22,-275,"Insentiraja laxipella","Insentiraja laxipella","Elasmobranchii","Rajiformes","Arhynchobatidae","Insentiraja","ray"
"Insentiraja subtilispinosa",986,16.7842143084249,953,15.6015619082383,998,0.838949066455213,731,0.300789110709096,-33,12,-255,"Insentiraja subtilispinosa","Insentiraja subtilispinosa","Elasmobranchii","Rajiformes","Arhynchobatidae","Insentiraja","ray"
"Irolita waitii",425,34.5133474102798,443,28.5890132578725,582,2.41906182152789,553,0.374720212561468,18,157,128,"Irolita waitii","Irolita waitii","Elasmobranchii","Rajiformes","Arhynchobatidae","Irolita","ray"
"Irolita westraliensis",426,34.5133474102798,383,30.1623643385036,705,2.0291042576338,523,0.399010598453836,-43,279,97,"Irolita westraliensis","Irolita westraliensis","Elasmobranchii","Rajiformes","Arhynchobatidae","Irolita","ray"
"Isistius brasiliensis",246,44.6515960717427,403,29.6290986375908,124,9.02862513335695,244,1.1693253351373,157,-122,-2,"Isistius brasiliensis","Isistius brasiliensis","Elasmobranchii","Squaliformes","Dalatiidae","Isistius","shark"
"Isistius labialis",245,44.6515960717427,373,30.6484094511613,126,9.0073105115448,253,1.13693000358281,128,-119,8,"Isistius labialis","Isistius brasiliensis","Elasmobranchii","Squaliformes","Dalatiidae","Isistius","shark"
"Isistius plutodus",244,44.7808854121427,381,30.3139878280908,128,8.8388039896715,239,1.18404686622181,137,-116,-5,"Isistius plutodus","Isistius plutodus","Elasmobranchii","Squaliformes","Dalatiidae","Isistius","shark"
"Isogomphodon oxyrhynchus",1062,14.5944364517056,1054,13.1596937063269,961,0.90460765596667,928,0.231186723135897,-8,-101,-134,"Isogomphodon oxyrhynchus","Isogomphodon oxyrhynchus","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Isogomphodon","shark"
"Isurus oxyrinchus",81,65.2394701958729,72,52.2566990849659,131,8.74596519999387,78,2.33251229500806,-9,50,-3,"Isurus oxyrinchus","Isurus oxyrinchus","Elasmobranchii","Lamniformes","Lamnidae","Isurus","shark"
"Isurus paucus",82,65.2394701958729,71,52.7930406643084,112,9.50356342478523,57,2.62238823912184,-11,30,-25,"Isurus paucus","Isurus paucus","Elasmobranchii","Lamniformes","Lamnidae","Isurus","shark"
"Lamiopsis temminckii",410,34.9415067358651,366,31.0475048515151,925,1.02529282855892,957,0.223176726082587,-44,515,547,"Lamiopsis temminckii","Lamiopsis temminckii","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Lamiopsis","shark"
"Lamiopsis tephrodes",411,34.9415067358651,367,31.042296875139,907,1.09358198734353,893,0.239892505841731,-44,496,482,"Lamiopsis tephrodes","Lamiopsis tephrodes","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Lamiopsis","shark"
"Lamna ditropis",76,67.2321620992062,60,55.4871709553121,105,10.1307003188054,67,2.48239590918383,-16,29,-9,"Lamna ditropis","Lamna ditropis","Elasmobranchii","Lamniformes","Lamnidae","Lamna","shark"
"Lamna nasus",77,67.2321620992062,69,53.125571040766,96,10.807984498237,68,2.46048676603627,-8,19,-9,"Lamna nasus","Lamna nasus","Elasmobranchii","Lamniformes","Lamnidae","Lamna","shark"
"Leptocharias smithii",12,107.871249574441,25,66.7882810337066,30,18.1595494076948,800,0.271251683084167,13,18,788,"Leptocharias smithii","Leptocharias smithii","Elasmobranchii","Carcharhiniformes","Leptochariidae","Leptocharias","shark"
"Leucoraja caribbaea",634,27.3164679294652,567,25.3372575635357,993,0.843346138827115,1100,0.175636955921246,-67,359,466,"Leucoraja caribbaea","Leucoraja caribbaea","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","ray"
"Leucoraja circularis",443,33.5591216442371,336,32.4535293970844,892,1.34232706598209,990,0.211249633730582,-107,449,547,"Leucoraja circularis","Leucoraja circularis","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","ray"
"Leucoraja compagnoi",529,30.5551321783485,499,27.253385873842,944,0.939124260329319,1163,0.156880350545307,-30,415,634,"Leucoraja compagnoi","Leucoraja compagnoi","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","ray"
"Leucoraja erinacea",708,25.0277705419818,645,23.267179990515,945,0.938381755833447,1168,0.153492982486929,-63,237,460,"Leucoraja erinacea","Leucoraja erinaceus","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","ray"
"Leucoraja fullonica",892,19.4211375179038,949,15.7121734769887,921,1.04220841972198,1033,0.192229792869272,57,29,141,"Leucoraja fullonica","Leucoraja fullonica","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","ray"
"Leucoraja garmani",627,27.6116296448485,559,25.5575333989071,980,0.86518394503945,1117,0.170946085578233,-68,353,490,"Leucoraja garmani","Leucoraja garmani","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","ray"
"Leucoraja lentiginosa",626,27.6116306448485,546,25.8810022006523,970,0.899153514318801,1144,0.161331164372831,-80,344,518,"Leucoraja lentiginosa","Leucoraja lentiginosa","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","ray"
"Leucoraja leucosticta",1097,13.5072194606818,1096,12.0833393439484,971,0.898778751962232,1188,0.143810904351415,-1,-126,91,"Leucoraja leucosticta","Leucoraja leucosticta","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","ray"
"Leucoraja melitensis",891,19.4211385179038,952,15.6366902997288,910,1.0733147100243,1023,0.197023603511695,61,19,132,"Leucoraja melitensis","Leucoraja melitensis","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","ray"
"Leucoraja naevus",779,22.9716150192371,754,20.4404819886143,912,1.07168100591163,1005,0.20607189293251,-25,133,226,"Leucoraja naevus","Leucoraja naevus","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","ray"
"Leucoraja ocellata",908,18.9317299954818,885,17.3162118864705,972,0.891906205047567,1171,0.153342780248222,-23,64,263,"Leucoraja ocellata","Leucoraja ocellata","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","ray"
"Leucoraja pristispina",635,27.3164679294652,574,25.1885103326216,1045,0.774350756121789,1095,0.176769577431194,-61,410,460,"Leucoraja pristispina","Leucoraja pristispina","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","ray"
"Leucoraja virginica",975,17.1039232404818,959,15.4787876987697,947,0.933948324342521,1182,0.146934656410187,-16,-28,207,"Leucoraja virginica","Leucoraja virginica","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","ray"
"Leucoraja wallacei",816,21.6184558369038,783,19.8324519330114,922,1.03723152389155,1012,0.203610225505703,-33,106,196,"Leucoraja wallacei","Leucoraja wallacei","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","ray"
"Leucoraja yucatanensis",1096,13.5072194606818,1097,12.0020860636235,969,0.899279718688129,1187,0.143810904351415,1,-127,91,"Leucoraja yucatanensis","Leucoraja yucatanensis","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","ray"
"Loxodon macrorhinus",118,56.4260381866318,106,46.8835487114239,735,1.94398397458775,827,0.260159373534776,-12,617,709,"Loxodon macrorhinus","Loxodon macrorhinus","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Loxodon","shark"
"Makararaja chindwinensis",127,54.6192303386488,107,46.7675997316033,270,5.60750086047349,631,0.331392663878826,-20,143,504,NA,NA,NA,NA,NA,NA,"unknown"
"Malacoraja kreffti",717,24.6168760571515,685,22.1659588080067,807,1.72471107027296,986,0.212889372335553,-32,90,269,"Malacoraja kreffti","Malacoraja kreffti","Elasmobranchii","Rajiformes","Rajidae","Malacoraja","ray"
"Malacoraja obscura",688,25.7589282331515,595,24.6922063670673,784,1.80535522700313,996,0.208760510601966,-93,96,308,"Malacoraja obscura","Malacoraja obscura","Elasmobranchii","Rajiformes","Rajidae","Malacoraja","ray"
