"tip.label","mean_ED","median_ED","sd_ED","mean_rank","top20_count","top20_frequency","mean_EH_66","median_EH_66","sd_EH_66","mean_rank_66","median_rank_66","top20_count_66","top20_frequency_66","mean_EH_145","median_EH_145","sd_EH_145","mean_rank_145","median_rank_145","top20_count_145","top20_frequency_145","species","rank_change_66_vs_ED","rank_change_145_vs_ED","rank_change_145_vs_66"
"Mustelus_sinusmexicanus",36.1900576465482,38.5270381563505,12.1610044897795,414.07,0,0,1.84692347287131,1.81199965878566,0.9010835330728,746.77,765,0,0,0.30495893451559,0.301577303807099,0.106335475466577,762.06,726.5,0,0,"Mustelus sinusmexicanus",332.7,347.99,15.29
"Centrophorus_harrissoni",37.752270216389,40.4139856260044,15.0481629006925,415.53,0,0,6.95574992190713,7.31687114040094,3.65888172526156,239.39,215.5,0,0,1.42681841146989,1.51096345593831,0.761543146851667,196.52,185.5,0,0,"Centrophorus harrissoni",-176.14,-219.01,-42.87
"Hydrolagus_homonycteris",37.0818724120498,33.1333287732246,14.4597521249591,415.71,1,0.01,4.75990579425542,3.53239051234061,2.77384866748364,355.36,331.5,0,0,1.44234467841058,1.27858227468843,0.487411937138167,173.36,173,0,0,"Hydrolagus homonycteris",-60.35,-242.35,-182
"Hydrolagus_pallidus",36.6658055830109,34.3360644872159,13.2145617274504,415.86,0,0,4.7939052675631,3.70402651787714,2.72539922788278,347.34,344.5,0,0,1.44022309937029,1.27353141202753,0.537212613774653,171.99,147,0,0,"Hydrolagus pallidus",-68.52,-243.87,-175.35
"Chimaera_panthera",34.3399472174506,34.5401743576238,6.11208033992126,415.92,0,0,2.949749378364,2.89997870254494,0.507198564928609,476.24,493.5,0,0,1.10445662396299,1.11775269349233,0.180691207150944,221.08,231.5,0,0,"Chimaera panthera",60.32,-194.84,-255.16
"Electrolux_addisoni",37.575019677108,35.7270572453111,15.3907754822422,416.87,0,0,4.40718410016486,3.64774823756392,1.98214291986291,347.07,367.5,0,0,0.785155331427295,0.759479297137013,0.181729624793574,308.78,320.5,0,0,"Electrolux addisoni",-69.8,-108.09,-38.29
"Temera_hardwickii",38.0776799346923,34.9252528211096,16.7545799286946,416.96,1,0.01,4.41524739096627,3.69442507096868,2.2767245539964,349.13,360.5,1,0.01,0.789603340072226,0.778662575180212,0.202871739088969,307.65,314,0,0,"Temera hardwickii",-67.83,-109.31,-41.48
"Hydrolagus_bemisi",34.2808270197207,35.2475326750918,6.54722622257073,417.12,0,0,2.95150161194734,2.94365010166584,0.492043090337625,475.57,479,0,0,1.13789426063226,1.12824685481515,0.216405049341554,215.83,230,0,0,"Hydrolagus bemisi",58.45,-201.29,-259.74
"Urobatis_halleri",34.2668386317276,34.2427388191157,7.10650158215633,417.81,0,0,3.59516101200416,3.47734191246296,1.58317230412685,416.83,412,0,0,0.311210209087785,0.303820553797724,0.0916557404196316,710.46,697,0,0,"Urobatis halleri",-0.980000000000018,292.65,293.63
"Chimaera_bahamaensis",36.9137629187384,33.0877194845032,14.7546197935753,418.25,1,0.01,4.62152009553639,3.45246126601517,2.92855877585716,362.98,351.5,0,0,1.39931658519501,1.2535923103796,0.500065976567479,179.95,160,0,0,"Chimaera bahamaensis",-55.27,-238.3,-183.03
"Galeus_murinus",37.7596803110562,36.1259783399346,16.1573730579377,421.77,0,0,3.16013624435157,3.10935085732113,2.02122583693999,523.59,499,0,0,0.330740588537289,0.32482890186327,0.120529493728989,691.24,653.5,0,0,"Galeus murinus",101.82,269.47,167.65
"Chimaera_argiloba",36.8081620906685,33.8709767470199,14.3217764581074,422.46,1,0.01,4.94427653464179,3.89903838429685,2.80085523424532,342.02,322.5,0,0,1.44387304950824,1.24877201921163,0.507436114084016,175.43,155.5,0,0,"Chimaera argiloba",-80.44,-247.03,-166.59
"Hydrolagus_lusitanicus",35.6547835931015,34.2000453436563,11.5434035333413,423,0,0,4.70164856163984,3.4053291669416,2.45142981737128,357.36,337,0,0,1.43755416460089,1.27885332025232,0.507155305383337,176.35,164,0,0,"Hydrolagus lusitanicus",-65.64,-246.65,-181.01
"Urobatis_marmoratus",36.737235771221,34.3968260461715,14.5466431962141,424.3,0,0,3.39089369631752,3.00242890717245,2.0801499051897,454.8,457.5,0,0,0.311523023695653,0.29485526812915,0.0895842216102611,706.02,710,0,0,"Urobatis marmoratus",30.5,281.72,251.22
"Rhynchobatus_springeri",36.0378277174106,33.9970457184508,14.9501810044575,424.31,1,0.01,7.14617742397072,7.25423453795587,3.5643429326323,202.29,211,1,0.01,1.5012630533779,1.45941094251038,0.818196674136115,176.36,173,0,0,"Rhynchobatus springeri",-222.02,-247.95,-25.93
"Rhinobatos_nudidorsalis",37.2484979665231,33.9527009861286,16.0739344005789,424.4,0,0,6.1406759225662,5.50388088146111,3.57577902059759,265.9,277,1,0.01,1.31170132495482,1.24744849278049,0.63726234225864,206.05,207.5,0,0,"Rhinobatos nudidorsalis",-158.5,-218.35,-59.85
"Hydrolagus_mccoskeri",35.4504515121755,32.9526708746534,12.4443799546599,429.49,0,0,4.29681528378523,3.34876513081338,2.55410343652078,382.96,402,0,0,1.41168644427265,1.22087022329843,0.577216738689376,184.37,200.5,1,0.01,"Hydrolagus mccoskeri",-46.53,-245.12,-198.59
"Chimaera_notafricana",35.6809175336649,32.5577394347067,13.1261161107227,430.21,0,0,4.47464729899303,3.51705412708522,2.85083699242877,368.09,369.5,0,0,1.40894264347621,1.29971586661097,0.495855681330956,177.61,167.5,0,0,"Chimaera notafricana",-62.12,-252.6,-190.48
"Hydrolagus_novaezealandiae",33.7941704225868,34.0545454584435,7.05923353380167,430.34,0,0,2.95686173150134,2.97523375616574,0.493454904062137,474.72,479,0,0,1.14126971262993,1.10202405931976,0.231037333547017,211.55,230,0,0,"Hydrolagus novaezealandiae",44.38,-218.79,-263.17
"Chimaera_obscura",36.4766665072945,32.3611334897905,16.2035619363086,430.6,1,0.01,5.07497618156685,3.70552141813336,3.47601036099434,342.92,322.5,0,0,1.44559081362906,1.2528807634249,0.583111837584464,175.43,176.5,0,0,"Chimaera obscura",-87.68,-255.17,-167.49
"Hydrolagus_macrophthalmus",35.3743818214471,33.4057706765627,12.6071179064523,431.44,0,0,4.50823905196778,3.37772283644082,2.69242551920978,367.9,330,0,0,1.41227795485525,1.27366403000863,0.490096951103538,179.77,171,0,0,"Hydrolagus macrophthalmus",-63.54,-251.67,-188.13
"Chimaera_cubana",35.2873557202478,33.3920306858067,14.2180447222061,431.72,1,0.01,4.45622121980595,3.4264222041878,3.46267423835284,377.22,378.5,1,0.01,1.38707366359716,1.25542431737118,0.56477642118102,183.18,189.5,1,0.01,"Chimaera cubana",-54.5,-248.54,-194.04
"Himantura_signifer",33.900023930971,34.8102142749678,5.64140702868135,431.76,0,0,1.54006010487808,1.47948357774765,0.298027200246908,780.26,835,0,0,0.286911076951554,0.279849481755788,0.0663846962161619,773.83,787,0,0,"Himantura signifer",348.5,342.07,-6.42999999999995
"Himantura_gerrardi",33.3905404442667,33.9681659891507,3.94438006387899,432.38,0,0,1.54474346777188,1.52664467506707,0.311368773447328,779.03,831.5,0,0,0.285525288155313,0.274852952363864,0.067480726731929,775.67,777.5,0,0,"Himantura gerrardi",346.65,343.29,-3.36000000000001
"Paratrygon_aiereba",34.5227699365344,37.101300333242,9.35040663893164,432.77,0,0,1.72115913814465,1.65460707066171,0.484729953552674,739.74,773,0,0,0.279921354823851,0.273525644935373,0.0671643771496832,798.34,828.5,0,0,"Paratrygon aiereba",306.97,365.57,58.6
"Hydrolagus_eidolon",35.8816791025614,31.5069807808226,14.6408185488031,433.03,1,0.01,4.44548428043149,3.35625610285342,2.872227240047,378.79,362,1,0.01,1.41904826779544,1.25997408627553,0.610285992420986,181.74,183.5,1,0.01,"Hydrolagus eidolon",-54.24,-251.29,-197.05
"Crassinarke_dormitor",36.3941043458848,34.8613045405507,14.3551053294909,433.69,0,0,4.35705909160058,3.62144966249004,2.08367240143386,352.43,364,0,0,0.78689382676194,0.767582447335235,0.19121503561693,308.59,317.5,0,0,"Crassinarke dormitor",-81.26,-125.1,-43.84
"Raja_inornata",34.5174053273372,33.3162844660882,10.8289681128722,433.8,0,0,0.732342358569581,0.62866803617645,0.49375216037466,1091.59,1102.5,0,0,0.206407137863295,0.20058564759664,0.0586837237471966,1063.15,1063,0,0,"Raja inornata",657.79,629.35,-28.4399999999998
"Myliobatis_tobijei",34.4418468926692,33.1548892757285,10.1697072722164,434.55,0,0,3.39026746107834,3.31914440164622,1.17637449092536,428.71,430,0,0,0.368120672504288,0.358444627436475,0.116080834996839,586.52,566.5,0,0,"Myliobatis tobijei",-5.84000000000003,151.97,157.81
"Hydrolagus_deani",35.9432045930205,33.6302449596484,15.8143948838462,434.98,1,0.01,4.48723364673195,3.2309013896907,3.54145518432399,376.76,375,1,0.01,1.44172980306325,1.26681900648844,0.825775474086901,176.7,179,1,0.01,"Hydrolagus deani",-58.22,-258.28,-200.06
"Rhynchobatus_palpebratus",33.2917733395222,35.5393163762477,7.97289117049205,435.33,0,0,6.65172679181123,7.23153498737437,2.25966739973213,208.67,206.5,0,0,1.43905151687118,1.43797323379022,0.650261448839547,178.84,177.5,0,0,"Rhynchobatus palpebratus",-226.66,-256.49,-29.83
"Oxynotus_centrina",34.1115286742361,32.9268951857683,10.0089850589856,436.72,0,0,3.63999189250277,3.97027174570793,1.28880670516521,405.23,403,0,0,0.903626428995706,0.912247793574144,0.405105061342257,293.92,287,0,0,"Oxynotus centrina",-31.49,-142.8,-111.31
"Pastinachus_sephen",32.575216269902,32.9899782952834,3.74925641833706,437.41,0,0,4.18950841350316,4.12701278758865,1.17209539216102,338.43,347.5,0,0,0.315716262442227,0.305448000802426,0.0859648159828413,695.39,667,0,0,"Pastinachus sephen",-98.98,257.98,356.96
"Urobatis_tumbesensis",36.3665921675929,32.630442284758,15.485879712607,438.02,0,0,3.4080779997575,3.00157397298077,2.05877118389286,450.22,453.5,0,0,0.310116440259489,0.296157727423548,0.0928092802726857,712.36,706.5,0,0,"Urobatis tumbesensis",12.2,274.34,262.14
"Pastinachus_gracilicaudus",32.575216269902,32.9899782952834,3.74925641833706,438.41,0,0,4.19481734492659,4.25315415037023,1.16453960001746,338.17,344,0,0,0.317438242090677,0.310911841556698,0.0825602534602907,686.93,674.5,0,0,"Pastinachus gracilicaudus",-100.24,248.52,348.76
"Rhynchobatus_laevis",33.1619450704557,35.4620875348448,7.99161631483631,439.85,0,0,6.60551615379715,7.20585232952837,2.22990540315851,210.53,210,0,0,1.42851892401572,1.44383728098462,0.638034580395643,180.69,181,0,0,"Rhynchobatus laevis",-229.32,-259.16,-29.84
"Rhinobatos_hynnicephalus",38.469034325592,33.8478697637854,20.5294516495409,440.88,2,0.02,6.40604727961296,5.22886422851594,4.48352360300503,270.67,296.5,1,0.01,1.27959230216343,1.2895091741754,0.621946777551509,209.68,212.5,0,0,"Rhinobatos hynnicephalus",-170.21,-231.2,-60.99
"Himantura_hortlei",33.21384278224,33.7633778941777,4.88477849869955,441.61,0,0,1.54249973925151,1.52718707735814,0.312168508507958,781.05,833.5,0,0,0.29197773141001,0.282106239433018,0.0697866894074572,755.76,752.5,0,0,"Himantura hortlei",339.44,314.15,-25.29
"Figaro_boardmani",33.5885236492076,33.8705613967376,9.62807631614614,443.95,0,0,2.88415038483634,3.02834436734764,1.32968576567767,526.83,496,0,0,0.351829069654212,0.344955682301776,0.131944738066846,651.2,619.5,0,0,"Figaro boardmani",82.88,207.25,124.37
"Figaro_striatus",33.5885236492076,33.8705613967376,9.62807631614614,444.95,0,0,2.85698938173627,2.98364203718103,1.29902457394566,529.46,496,0,0,0.351786937461318,0.33500281237738,0.131799438219058,649.76,625,0,0,"Figaro striatus",84.51,204.81,120.3
"Etmopterus_schultzi",33.6782025770925,34.0733540676079,9.078078257931,445.29,0,0,2.24130239327382,2.34821444121828,0.906888837925153,622.96,631.5,0,0,0.572471082833686,0.589744788145931,0.200628476194994,421.09,425,0,0,"Etmopterus schultzi",177.67,-24.2,-201.87
"Narcine_brevilabiata",34.9612666100751,31.3998529239208,12.5221905022686,446.03,0,0,4.43555021992957,3.9963999580517,1.52207818220322,328.79,324,0,0,0.89836431702338,0.853844766132942,0.253580267631363,271.39,295,0,0,"Narcine brevilabiata",-117.24,-174.64,-57.4
"Chimaera_macrospina",35.4687489102193,31.54641121216,14.4652833362203,446.14,0,0,4.72068212837483,3.54177624729567,3.05578457974412,362.72,350,0,0,1.45685334452315,1.24622666966452,0.695603550504754,177.13,165,1,0.01,"Chimaera macrospina",-83.42,-269.01,-185.59
"Narcine_ornata",36.0462764926272,32.7342553263731,14.9192439233964,448.26,0,0,5.28994354080515,4.24271370863053,2.96675484218363,302.06,298.5,0,0,0.93488128629443,0.847556782877831,0.311107091631799,267.25,288.5,0,0,"Narcine ornata",-146.2,-181.01,-34.81
"Himantura_fai",33.0030757841175,33.7801863175567,5.18840123768123,448.91,0,0,1.54055291954774,1.5096025562653,0.318837278609926,781.04,829.5,0,0,0.28647580893569,0.275594329840338,0.0758504426691585,777.65,767,0,0,"Himantura fai",332.13,328.74,-3.38999999999999
"Chimaera_jordani",35.1705892172545,32.5932710244616,13.264334854236,449.18,0,0,4.33311943841368,3.22871204455249,2.4025895846189,377.81,377,0,0,1.39074636188024,1.24300867370831,0.507128196526619,183.56,190.5,0,0,"Chimaera jordani",-71.37,-265.62,-194.25
"Sphyrna_corona",32.104924101699,32.711841106535,4.22497896459666,449.46,0,0,1.76982466780541,1.86480538743465,0.900118670466667,770.23,770,0,0,0.277554639019414,0.287715892079751,0.0837095744631616,831.38,822.5,0,0,"Sphyrna corona",320.77,381.92,61.15
"Narcine_lingula",36.7230331245881,31.4265427325247,18.9885798068003,449.82,2,0.02,5.48742225247315,4.21803401188804,3.92828250724081,300.17,291.5,1,0.01,0.91198890364051,0.845585614687602,0.313820465635568,275.79,280,0,0,"Narcine lingula",-149.65,-174.03,-24.38
"Centroscymnus_owstonii",32.570902952295,35.1139724960108,7.40778954783578,450.86,0,0,3.61652888403692,3.8849841434784,1.29120274794908,409.37,406,0,0,0.897281833566254,0.931988436303559,0.37965777266089,297.05,282.5,0,0,"Centroscymnus owstonii",-41.49,-153.81,-112.32
"Etmopterus_gracilispinis",33.6851370966965,32.942197302623,9.3268504828173,451.84,0,0,2.2610258682415,2.29302518348575,0.915789454562149,618.31,620.5,0,0,0.578843651921717,0.6044144578572,0.19973111846024,416.87,423,0,0,"Etmopterus gracilispinis",166.47,-34.97,-201.44
"Hydrolagus_marmoratus",35.3426994741548,31.3087321397125,14.1279101628466,452.17,0,0,4.58892325196344,3.61964759706334,2.44101445918089,354.58,346.5,0,0,1.44926092302537,1.28006382121107,0.527678875015772,171.24,165,0,0,"Hydrolagus marmoratus",-97.59,-280.93,-183.34
"Narcine_brunnea",35.2936273303018,32.1514300185772,12.914138636282,453.33,0,0,4.59399548952481,4.2980370777966,1.62948925385923,322,339.5,0,0,0.925967252623504,0.884333615499972,0.246220234189867,264.99,279,0,0,"Narcine brunnea",-131.33,-188.34,-57.01
"Glaucostegus_thouin",32.9981381424412,33.8336721601485,9.11555569883069,455.39,0,0,6.16036122364088,6.4763823063294,2.28554581189576,237.33,237.5,0,0,1.39939144380615,1.41143478971315,0.642470911432574,185.13,181,0,0,"Glaucostegus thouin",-218.06,-270.26,-52.2
"Carcharhinus_fitzroyensis",32.9955517735319,35.9329047999639,9.09296276510454,456.24,0,0,0.976012252364631,1.01028465748676,0.353796701976372,953.52,946,0,0,0.251332836138945,0.243979149645037,0.0707196759524496,917.19,923,0,0,"Carcharhinus fitzroyensis",497.28,460.95,-36.3299999999999
"Atlantoraja_platana",31.8901088631239,31.8063151341083,4.91031099689824,458.76,0,0,1.6268646478349,1.22463513414719,1.23065688163686,804.19,850.5,0,0,0.28816033316648,0.263285185672649,0.115721555368924,814.74,825,0,0,"Atlantoraja platana",345.43,355.98,10.55
"Atlantoraja_cyclophora",31.8901088631239,31.8063151341083,4.91031099689824,459.76,0,0,1.633235335624,1.23198798790605,1.22874052742237,804.86,852,0,0,0.281057441864194,0.257065914204639,0.110963437032993,833.69,837.5,0,0,"Atlantoraja cyclophora",345.1,373.93,28.83
"Chimaera_lignaria",32.1927609050225,32.3291847924974,5.93878998827583,461.27,0,0,2.9139897838721,2.92682139014713,0.491652499970051,481.99,488,0,0,1.13234943045404,1.12633652324096,0.220639628262022,217.08,236.5,0,0,"Chimaera lignaria",20.72,-244.19,-264.91
"Chimaera_opalescens",32.0505380582098,32.8830616165722,6.03029670964744,462.68,0,0,2.90599535944462,2.88453338065047,0.488412098384042,483.05,495,0,0,1.14186126034447,1.14556785469712,0.221657141566189,215.4,230,0,0,"Chimaera opalescens",20.37,-247.28,-267.65
"Narcine_rierai",35.5782435282954,31.7732044968251,17.3739428790904,462.8,2,0.02,5.28111778800802,4.31788818861365,3.23787951605224,305.13,315,1,0.01,0.921994487162447,0.849795226435461,0.276759583100628,268.68,296,0,0,"Narcine rierai",-157.67,-194.12,-36.45
"Narcine_brasiliensis",35.8073419093293,31.8756959532796,15.9230933709714,463.07,1,0.01,5.24516841077311,4.34908858790283,2.93532703011144,306.23,293,1,0.01,0.975274735752782,0.885122306533404,0.36399117859865,260.41,280.5,0,0,"Narcine brasiliensis",-156.84,-202.66,-45.82
"Narcine_firma",34.5391510824164,31.1979718114275,13.3967408430623,466.25,0,0,4.78989389940665,4.55634330358256,1.87969803041093,311.53,307,0,0,0.92194747884343,0.86944141335541,0.2681347270802,268.32,284.5,0,0,"Narcine firma",-154.72,-197.93,-43.21
"Narcine_bancroftii",34.4715923392214,31.932667396695,12.9235263263663,466.65,1,0.01,4.9878575513225,4.34966474772644,2.43888428792833,311.47,312,1,0.01,0.924313562816475,0.878515251616838,0.252714570377335,267.53,288.5,0,0,"Narcine bancroftii",-155.18,-199.12,-43.9400000000001
"Dasyatis_longa",32.7780585842383,32.2505081834202,9.40844697424639,466.86,0,0,3.13641675955653,3.0821554278939,1.83148255450001,504.17,510,0,0,0.296749944716805,0.288577215242003,0.0732356954268513,743.8,735,0,0,"Dasyatis longa",37.31,276.94,239.63
"Narcine_prodorsalis",35.8856515384506,28.7671976660555,16.6261247872709,466.96,1,0.01,5.10687728958072,4.31961670003496,2.76273764377924,314.07,351.5,1,0.01,0.94295433855983,0.84738258946399,0.382179670525699,267.91,298,0,0,"Narcine prodorsalis",-152.89,-199.05,-46.16
"Hydrolagus_purpurescens",33.8986368984931,30.5603564323184,13.1143264832323,467.65,1,0.01,4.41457208135604,3.21088258640316,2.66131148544339,373.71,328.5,1,0.01,1.41407631771464,1.2928609670532,0.509959510404451,177.38,172,1,0.01,"Hydrolagus purpurescens",-93.94,-290.27,-196.33
"Triakis_megalopterus",34.2025004665749,37.3089274945413,12.5823544600601,468.49,0,0,2.13886974222901,2.11633030365275,1.19126346457521,688.55,685.5,0,0,0.307794649890422,0.31872454652772,0.10459037514613,748.43,710,0,0,"Triakis megalopterus",220.06,279.94,59.88
"Narcine_atzi",34.4125013142196,30.2896303313426,14.3446301424897,468.91,0,0,5.03759157407904,4.1814197547176,2.87135198890921,306.38,295.5,0,0,0.951106182057528,0.871347050807966,0.373861576826384,264.26,289.5,0,0,"Narcine atzi",-162.53,-204.65,-42.12
"Scyliorhinus_torazame",34.4102509935063,31.5914721180553,12.9605859123141,469.01,0,0,2.60969103496451,2.56422540504208,0.893823736490337,539.13,518,0,0,0.660389334429546,0.676079831352071,0.266045360036225,385.26,380.5,0,0,"Scyliorhinus torazame",70.12,-83.75,-153.87
"Rhynchobatus_djiddensis",31.9570403345252,34.2715316824459,7.83746575056206,469.25,0,0,6.55824415036497,7.27149425246891,2.18440708043959,212.73,212,0,0,1.4309468842327,1.39827562290664,0.643972202368018,179.92,180.5,0,0,"Rhynchobatus djiddensis",-256.52,-289.33,-32.81
"Narcine_bicolor",35.8236703747677,28.78004794423,17.6470505101274,469.83,1,0.01,5.50531228756121,4.22943208519937,3.570396932125,296.97,296,0,0,0.937059358791227,0.887133962966981,0.308651451204227,267.95,280.5,0,0,"Narcine bicolor",-172.86,-201.88,-29.02
"Glaucostegus_typus",32.4755100991826,33.2609038166174,9.1234053692264,470.04,0,0,6.0867494041728,6.4194815960763,2.23756333541373,239.55,240,0,0,1.39090096665202,1.40088553740465,0.635086919978863,187.97,192,0,0,"Glaucostegus typus",-230.49,-282.07,-51.58
"Rhynchobatus_australiae",31.9147088287085,34.3049590616026,7.86303164309265,470.42,0,0,6.51180114487047,7.25816862070783,2.15242234008878,214.83,208,0,0,1.4350026591013,1.415163455054,0.656662437145733,180.04,177.5,0,0,"Rhynchobatus australiae",-255.59,-290.38,-34.79
"Neotrygon_picta",31.3428144302386,31.5126589559117,4.52867641486765,470.91,0,0,3.97786751795413,4.12196155865177,1.26288190586364,362.53,357.5,0,0,0.310086553703835,0.299474237002927,0.0761739038867882,701.26,685,0,0,"Neotrygon picta",-108.38,230.35,338.73
"Neotrygon_leylandi",31.3149980574671,31.115132982713,4.49698698078164,471.7,0,0,3.96665155062504,4.08304938706449,1.26093116311043,364.11,357.5,0,0,0.306969289015617,0.302092121359857,0.0738226920517523,714.28,718,0,0,"Neotrygon leylandi",-107.59,242.58,350.17
"Bythaelurus_dawsoni",34.10283572744,31.3221372906015,13.6394056246711,472.77,0,0,3.15944041009535,3.15923338045785,1.62379694895963,501.82,491,0,0,0.358825722554037,0.347377315253534,0.129310658114213,626.77,594.5,0,0,"Bythaelurus dawsoni",29.05,154,124.95
"Narcine_insolita",35.1343457307262,30.460515431719,15.2238966820462,473.35,0,0,5.07889057206925,4.48182657256283,2.29672903341153,305.13,291.5,0,0,0.935604683579476,0.869380665606959,0.288876259602105,264.42,281.5,0,0,"Narcine insolita",-168.22,-208.93,-40.71
"Hydrolagus_matallanasi",32.9739642008659,31.5608419268343,10.6557566285176,474.02,0,0,4.18957740001224,3.56140527677498,1.8379512277672,375.62,351,0,0,1.37819441756895,1.25151097168696,0.43860441766353,181.53,168.5,0,0,"Hydrolagus matallanasi",-98.4,-292.49,-194.09
"Hydrolagus_ogilbyi",31.8902790373195,32.100226208634,7.08107351619636,474.42,0,0,4.84484437424469,4.67995723767025,1.68077007962893,304.66,286,0,0,1.4524065607248,1.44250444052218,0.388182024625648,161.86,153.5,0,0,"Hydrolagus ogilbyi",-169.76,-312.56,-142.8
"Hydrolagus_lemures",31.8840626139005,32.100226208634,7.08101164703973,474.75,0,0,4.85535758205085,4.65871621507748,1.68833456888851,303.68,287,0,0,1.4497233573402,1.43832457213118,0.388093897352801,162.68,151.5,0,0,"Hydrolagus lemures",-171.07,-312.07,-141
"Dasyatis_chrysonota",33.0506028939358,31.3472549170754,10.9709420279605,475.04,0,0,2.16869991449726,2.01342456533026,1.21191033918857,668.36,693,0,0,0.286155071734623,0.279544849051842,0.075949800286663,780.44,762.5,0,0,"Dasyatis chrysonota",193.32,305.4,112.08
"Squatina_legnota",31.786156964398,33.085912272604,8.01509241162037,475.61,0,0,3.96991235531973,4.13211170205498,1.18545631977765,363.35,352,0,0,1.23119201986913,1.28576364144023,0.422198020260341,201.53,202,0,0,"Squatina legnota",-112.26,-274.08,-161.82
"Narcine_entemedor",35.459986080659,31.7391950047721,17.2240146943224,476.05,1,0.01,5.79493464783463,4.87660511987042,3.74323898925032,290.47,288,1,0.01,0.981527570943525,0.915351036867168,0.371960961412898,260.6,277,0,0,"Narcine entemedor",-185.58,-215.45,-29.87
"Chiloscyllium_hasseltii",31.2773228033074,31.8367563829366,5.96398339961839,476.87,0,0,4.66430461195308,4.74882263476202,1.00092299017817,292.42,292.5,0,0,1.35606659359859,1.39897710465908,0.469732636831862,177.62,172,0,0,"Chiloscyllium hasseltii",-184.45,-299.25,-114.8
"Chiloscyllium_griseum",31.2764417560104,31.8367563829366,5.96229946443519,476.94,0,0,4.65207485686948,4.73420248751516,0.995784489820448,293.26,295,0,0,1.35695665497391,1.4167696215813,0.472524664230606,177.74,173,0,0,"Chiloscyllium griseum",-183.68,-299.2,-115.52
"Himantura_leoparda",31.8764452290256,32.9359662143244,5.41024584541085,478.05,0,0,1.53506912147783,1.50252309730462,0.314554281576172,783.41,835.5,0,0,0.289323591919655,0.284822120872461,0.0712748096471197,767.31,772,0,0,"Himantura leoparda",305.36,289.26,-16.1
"Dasyatis_pastinaca",32.8961561550991,32.2291475592538,10.7526974044235,478.08,0,0,2.1741571315655,1.98844372103446,1.16462118980723,664.91,694,0,0,0.286832667355159,0.275119021613138,0.080233173788866,780.13,765,0,0,"Dasyatis pastinaca",186.83,302.05,115.22
"Myliobatis_hamlyni",34.7283092859075,31.5685659927915,16.6933761944652,478.72,0,0,3.77916912020889,3.23048697104899,2.70849098459066,422.31,435.5,0,0,0.377981643705442,0.376914590073428,0.112078308377019,566.83,552,0,0,"Myliobatis hamlyni",-56.41,88.11,144.52
"Dasyatis_americana",32.4544081907676,32.0592659439296,9.65881050207723,478.95,0,0,3.11826323738349,2.99515824905607,1.86676054356628,508.24,517,0,0,0.2928202784626,0.285464418830627,0.0722470800764766,757.71,742,0,0,"Dasyatis americana",29.29,278.76,249.47
"Narcine_vermiculatus",35.691656764788,29.4400492162267,18.1422609343013,479.23,1,0.01,5.30050841632513,4.13724832573143,3.65027206066559,315.49,355,1,0.01,0.937504491715626,0.865618735641823,0.354126868804889,266.77,291.5,0,0,"Narcine vermiculatus",-163.74,-212.46,-48.72
"Mobula_tarapacana",33.4697030157106,31.4858996973452,12.256222327658,479.43,0,0,2.41127231323617,2.28571386981008,0.798958492458276,574.33,563,0,0,0.350764682032006,0.341277692701311,0.109455663648959,621.05,588,0,0,"Mobula tarapacana",94.9,141.62,46.7199999999999
"Myliobatis_freminvillei",31.9218866586496,32.172582008448,8.83676280263888,479.6,0,0,3.40326488887994,3.37655206452539,1.24178430365181,430.3,432.5,0,0,0.371389935886872,0.338574395573692,0.122035985705591,584.67,552,0,0,"Myliobatis freminvillei",-49.3,105.07,154.37
"Scylliogaleus_quecketti",33.4787810482502,31.2338942182447,12.2761900839073,481.61,0,0,2.09424475822606,2.07506422113787,1.08669554167282,693.92,709.5,0,0,0.308667793210122,0.318558551632997,0.107246599321335,753.99,741.5,0,0,"Scylliogaleus quecketti",212.31,272.38,60.07
"Chimaera_owstoni",33.4291586395273,29.9645294977709,12.7793754695166,482.51,1,0.01,4.26987020876961,3.26432379550958,2.35849279640558,382.49,386,0,0,1.38052797792391,1.18583522384259,0.602914724744123,186.89,179.5,1,0.01,"Chimaera owstoni",-100.02,-295.62,-195.6
"Narcine_nigra",34.6940258089067,30.5509948621604,15.2225616940605,482.9,0,0,4.89794212377007,4.0619061418088,2.43780918977734,315.81,340,0,0,0.928264622466531,0.850116595578644,0.292256742510653,264.95,296,0,0,"Narcine nigra",-167.09,-217.95,-50.86
"Rhizoprionodon_taylori",34.4451372465747,33.8555104159562,14.2671031241229,483.73,0,0,1.96982840900266,1.89120665647742,1.17499779375215,735.95,773,0,0,0.279506137971667,0.286381731839527,0.0797281138204423,815.57,809,0,0,"Rhizoprionodon taylori",252.22,331.84,79.62
"Narcine_leoparda",35.498756749462,31.8638157367037,18.0850074444221,483.95,3,0.03,5.54196438174604,4.15286787481578,3.8080003517538,302.93,320,2,0.02,0.949098360758891,0.868152344714324,0.354241072766235,264.89,280.5,0,0,"Narcine leoparda",-181.02,-219.06,-38.04
"Rhinoptera_bonasus",33.3272261239705,31.3797535411843,13.0618971363332,488.96,0,0,2.45672573299884,2.35364673615438,0.841680396904525,567.55,551.5,0,0,0.351044720479705,0.335429263297919,0.100396588707267,613.8,578.5,0,0,"Rhinoptera bonasus",78.59,124.84,46.25
